Company Number,Company Name,Company Status,Officer Name,Officer Role,Occupation,Appointed On,Nationality,Country of Residence
5783558,GREEN ENERGY OPTIONS LTD,active,"SHANNON, Christopher Mark",director,Ceo,22/04/2025,British,England
5783558,GREEN ENERGY OPTIONS LTD,active,"WHITE, Anthony Alfred Leigh, Dr",director,Director,29/04/2010,British,United Kingdom
12357787,GREEN MEADOW TECHNOLOGIES LTD,active,"DUNGARWALLA, Shaukatali Huseinbhai",director,Director,10/12/2019,British,United Kingdom
12357787,GREEN MEADOW TECHNOLOGIES LTD,active,"LACH, Jacek Roman",director,Director,10/12/2019,Polish,Poland
12357787,GREEN MEADOW TECHNOLOGIES LTD,active,"MNICH-KUJAWA, Agnieszka Maria",director,Director,10/12/2019,Polish,Poland
11409153,GREENSTALK LIMITED,active,"AARONS, David John",director,Company Director,11/06/2018,British,England
6035923,GROMAKO DATA & SERVICES LIMITED,active,"DE GROOT, Franciscus Andreas",director,Company Executive,16/09/2016,Dutch,Czech Republic
6035923,GROMAKO DATA & SERVICES LIMITED,active,"KOPECKA, Martina",director,Company Director,29/12/2006,Czech,Czech Republic
12381349,GROUNDWAVES LTD,active,"COOPER, Benjamin Douglas",director,Business Consultant,24/05/2022,British,England
12381349,GROUNDWAVES LTD,active,"INOUE, Nicholas Tatsunosuke, Dr",director,Company Director,31/12/2019,British,United Kingdom
12381349,GROUNDWAVES LTD,active,"NEWMAN-SMART, Chris",director,Director,24/07/2020,British,United Kingdom
12381349,GROUNDWAVES LTD,active,"WALLACE, Peter Gary",director,Chartered Accountant,24/05/2022,British,United Kingdom
15147076,GROWMAGINATION LIMITED,active,"LAMPLUGH, Nicholas",secretary,N/A,01/11/2023,N/A,N/A
15147076,GROWMAGINATION LIMITED,active,"CAMPBELL, James Hamilton",director,Company Director,19/09/2023,British,England
15147076,GROWMAGINATION LIMITED,active,"RIBORDY, Antoine",director,Chief Technology Officer,05/02/2025,Swiss,England
12342413,GSWDH LIMITED,active,"WALLER, Karen Elizabeth",secretary,N/A,24/03/2021,N/A,N/A
12342413,GSWDH LIMITED,active,"WALLER, George Samuel",director,Engineer,02/12/2019,British,Portugal
12342413,GSWDH LIMITED,active,"WALLER, Peter Charles",director,Company Director,24/11/2021,British,England
6445327,GTREK LIMITED,active,"BIRD, Alan John",secretary,Director,05/12/2007,British,N/A
6445327,GTREK LIMITED,active,"BIRD, Alan John",director,Director,05/12/2007,British,England
6445327,GTREK LIMITED,active,"BIRD, Ann Penelope",director,Director,05/12/2007,British,England
3582735,GULLWING LIMITED,active,"VINCK, Noel",secretary,N/A,17/06/1998,Belgian,N/A
3582735,GULLWING LIMITED,active,"PARK, Hilary Veronica",director,Design Director,17/01/2001,British,United Kingdom
3582735,GULLWING LIMITED,active,"VINCK, Noel",director,Managing Director,10/06/2010,Belgian,United Kingdom
13753567,HALFTONE AUDIO LTD,active,"BOCA, Lucian",director,Engineer,18/11/2021,Romanian,United Kingdom
13061867,HAMSE LTD,active,"RAMOS ROLDAN, Andres Ernesto",director,Student,14/12/2020,Mexican,United Kingdom
8942178,HAMSTEAD SOUNDWORKS LIMITED,active,"HAMSTEAD, Peter James",director,Audio Equipment Manufacture,17/03/2014,British,United Kingdom
SC736004,HAPPY LEAF LTD,active,"QUINN, Iain",director,Engineer,20/06/2022,Scottish,Scotland
SC736004,HAPPY LEAF LTD,active,"ROBERTS, Amy May",director,Engineer,20/06/2022,Scottish,Scotland
7202438,HAPTEC SYSTEMS LIMITED,active,"GARDNER, Stuart",director,Company Director,01/05/2019,British,England
7202438,HAPTEC SYSTEMS LIMITED,active,"THORNEWILL, John David",director,Director,25/03/2010,British,United Kingdom
11037577,HARJAM INNOVATIONS LIMITED,active,"HERBERT, Kevin John",director,Engineer,30/10/2017,British,England
11037577,HARJAM INNOVATIONS LIMITED,active,"MC LOUGHNEY, Rory",director,Managing Director,23/09/2021,Irish,Ireland
13097639,HARMONY LIVING LTD,active,"JACOB, Jerome Tagore",director,Founder & Managing Director,23/12/2020,British,England
12943217,HARVST AUTOMATION LTD,active,"TANNER, Christopher Bentley",director,Director,12/10/2020,British,Wales
12943217,HARVST AUTOMATION LTD,active,"TANNER, Rose Bettrys",director,Director,12/10/2020,British,Wales
12943217,HARVST AUTOMATION LTD,active,"WELLBAND, Aron Mansergh",director,Director,12/01/2022,British,England
5600838,HAVSCO LIMITED,active,"BARNES, Warwick John Mayhew",director,Production Director,17/03/2025,British,United Kingdom
5600838,HAVSCO LIMITED,active,"DOUGLAS, Paul Julian",director,Director,30/11/2023,British,England
5600838,HAVSCO LIMITED,active,"HEALY, Peter",director,Director,17/03/2025,British,United Kingdom
5600838,HAVSCO LIMITED,active,"WHARRIER, Mark Thomas",director,Director,30/11/2023,British,England
12256423,HAWKRIDGE LABS LTD,active,"GOSTELOW, Shaun",director,Director,11/10/2019,British,Scotland
5666263,HAZEL GROVE MUSIC COMPANY LIMITED,active,"SHAWCROSS, James Raymond",secretary,N/A,04/01/2006,British,N/A
5666263,HAZEL GROVE MUSIC COMPANY LIMITED,active,"SHAWCROSS, Brenda Elizabeth",director,Director,04/01/2006,British,N/A
5666263,HAZEL GROVE MUSIC COMPANY LIMITED,active,"SHAWCROSS, James Raymond",director,Director,04/01/2006,British,England
6046737,HD CONNECTIVITY LTD,active,"PINDER, Lianne",secretary,N/A,10/01/2007,British,N/A
6046737,HD CONNECTIVITY LTD,active,"FOTHERGILL, Justin",director,Company Director,01/04/2023,South African,England
6046737,HD CONNECTIVITY LTD,active,"PATTNI, Dillan",director,Marketing Director,16/04/2015,British,England
6046737,HD CONNECTIVITY LTD,active,"PINDER, Christopher James",director,Entrepreneur,10/01/2007,British,England
6046737,HD CONNECTIVITY LTD,active,"PINDER, Lianne",director,Finance Director,01/04/2015,British,United Kingdom
14057125,HEADX LIMITED,active,"WHEATLEY, Richard John",director,Director,20/04/2022,British,United Kingdom
14757073,HELIOS RADAR LTD,active,"CLEARY, Philip Anthony",director,Director,25/03/2023,British,United Kingdom
12434846,HELT VILDT LIMITED,active,"GALLAGHER, Joseph",director,Director,31/01/2020,British,United Kingdom
14195677,HELUX SYSTEMS LTD,active,"BARRY, Daniel Ashleigh",director,Engineer,25/06/2022,British,England
9964817,HERDSY LIMITED,active,"HOBSON, Richard John",secretary,N/A,22/01/2016,N/A,N/A
9964817,HERDSY LIMITED,active,"HOBSON, Richard John",director,Accountant,22/01/2016,Irish,United Kingdom
15005039,HEXEH LTD,active,"CHOUDERMET, Vikram",director,Software Engineer,14/07/2023,British,England
14853409,HI-COOLER UK LIMITED,active,"CHAN, Ka Yun, Mr.",director,Director,08/05/2023,Hong Konger,United Kingdom
4475373,HITMATE LIMITED,active,"MALCOMBER, Raymond Erin",director,Co Director,01/08/2005,British,England
8229603,HON-E-BON RESOURCE LTD.,active,"HONEBON, Mark Duncan",director,Electronics Engineer,26/09/2012,British,England
11539432,HORTUS SOFTWARE LTD,active,"CAPPER, David Michael",director,Software Engineer,28/08/2018,British,England
11539432,HORTUS SOFTWARE LTD,active,"NEEDLER, Holly Beth",director,Teacher,28/08/2018,British,England
2444091,HOSIDEN BESSON LIMITED,active,"DOHERTY, Maria",secretary,N/A,30/05/2024,N/A,N/A
2444091,HOSIDEN BESSON LIMITED,active,"FURUHASHI, Kenji",director,President Hosiden Corporation,,Japanese,Japan
2444091,HOSIDEN BESSON LIMITED,active,"TSURU, Takafumi",director,Director,03/04/2024,Japanese,Japan
2444091,HOSIDEN BESSON LIMITED,active,"VYE, Donna Louise",director,Managing Director,01/04/2019,British,England
2444091,HOSIDEN BESSON LIMITED,active,"YOSHIDA, Toshihiko",director,Director,01/04/2022,Japanese,Germany
11390227,HUBFORTH INTERNATIONAL LIMITED,active,"FANG, Yiwei",director,Entrepreneur,31/05/2018,Chinese,United Kingdom
11390227,HUBFORTH INTERNATIONAL LIMITED,active,"WU, Xiaoqing",director,Entrepreneur,01/05/2020,Chinese,England
14009982,HUDSON ELECTRONICS UK LIMITED,active,"HUDSON, Michael Edward",director,Engineer,29/03/2022,British,England
11541900,HUNDEN LTD,active,"JOHNSON, Jeremy",director,Director,29/08/2018,English,United Kingdom
13022222,HURU LTD,active,"EGGLESTON, Joshua Mark",director,Founder,16/09/2021,British,England
13022222,HURU LTD,active,"SHELTON, Edward Sebert Maurice",director,Founder,06/05/2021,British,United Kingdom
13022222,HURU LTD,active,"TRIPP, John Howard, Dr",director,Retired Clinical Senior Lecturer,14/07/2025,British,United Kingdom
12687666,HUSS ENERGY LIMITED,active,"JAMSHAID, Waqas",director,Company Director,30/09/2024,Pakistani,England
13741202,HYGIENIC WASTE CO. LTD,active,"HULSE, Jeremy Oliver Simon",director,Director,12/11/2021,British,England
9656068,ICENI AUDIO LIMITED,active,"JOHNSON, Patrick Thomas",director,Design Engineer,25/06/2015,British,United Kingdom
11772885,IDCORE LIMITED,active,"ALLIES, John Paul",director,Sales Director,17/01/2019,British,United Kingdom
11772885,IDCORE LIMITED,active,"LI, Zheng",director,Marketing Director,17/01/2019,Chinese,United Kingdom
7291104,IDIS EUROPE LIMITED,active,"JUN, Joon",director,Executive Vp,07/08/2015,South Korean,South Korea
7291104,IDIS EUROPE LIMITED,active,"LEE, In Woo",director,Managing Director,17/06/2025,South Korean,United Kingdom
13668351,IG TECHNOLOGY LIMITED,active,"GREEN, Ivan",director,Director,08/10/2021,British,United Kingdom
13668351,IG TECHNOLOGY LIMITED,active,"INGRAM, Stephen, Dr",director,Consultant,08/10/2021,British,United Kingdom
12466688,IHEAT.ME LTD,active,"BOWEN, David Anthony",secretary,N/A,31/08/2023,N/A,N/A
12466688,IHEAT.ME LTD,active,"BOWEN, David Anthony",director,Director,05/05/2023,British,England
13512770,IK ADAS DYNAMIC RADAR CALIBRATION LTD,active,"JOHAL, Navinder Singh",director,Director,09/05/2024,British,England
12723544,IKCONECT LTD,active,"IKEJI, Colin",director,Company Director,06/07/2020,British,United Kingdom
11320922,ILLEGAL RACING LIMITED,active,"BALAN, Stefan",director,Director,20/04/2018,Romanian,England
SC606412,IMMERNOVA LTD,active,"CHILINGIROV, Atanas Dimitrov",director,Co-Founder And Director,28/08/2018,Bulgarian,Scotland
SC606412,IMMERNOVA LTD,active,"SUQUIA, Javier",director,Co-Founder And Director,28/08/2018,Spanish,Scotland
SC422465,IN HOME DISPLAYS LIMITED,active,"FOLEY, Nicholas John",director,Director,23/04/2012,British,Scotland
SC422465,IN HOME DISPLAYS LIMITED,active,"HUTCHISON, Bruce",director,Director,23/04/2012,British,Scotland
7297396,IN2DIGI LTD,active,"AFGHAN, Moneer Afzal",director,Company Director,28/06/2010,British,England
7297396,IN2DIGI LTD,active,"ALMEIDA, Richard Phillip",director,Company Director,28/06/2010,English,England
7297396,IN2DIGI LTD,active,"INNES, Harold Matthew",director,Company Director,28/06/2010,British,United Kingdom
7297396,IN2DIGI LTD,active,"PARMAR, Harivaden Ambalal",director,Company Director,28/06/2010,British,England
14016242,INDIFFERENT ENGINE LTD,active,"BRADLEY-COOPER, Adam Paul",director,Chief Executive,31/03/2022,British,England
12069730,INECS LTD,active,"BARAN, Przemyslaw Robert",director,Director,23/03/2024,Polish,United Kingdom
3153212,INFINITE SOUNDS LIMITED,active,"SURGEONER, Robert",director,Managing Director,06/02/1996,British,United Kingdom
SC371076,INGENIOUS AUDIO LIMITED,active,"CRAWFORD, John",director,Engineer,12/01/2010,British,United Kingdom
SC371076,INGENIOUS AUDIO LIMITED,active,"MCNICOL, Daniel John",director,None,22/06/2011,British,United Kingdom
11781375,INIDIM LIMITED,active,"FRASER, Nelson Kevin",director,Electronic Engineer,22/01/2019,Guyanese,England
11484115,INPULSE LTD,active,"LEWIS, Devon",director,Chief Executive Officer,25/07/2018,British,United Kingdom
10849294,INSIGHTS TECHNOLOGY LTD,active,"GRENFELL, Dan",director,Director,04/07/2017,British,United Kingdom
10849294,INSIGHTS TECHNOLOGY LTD,active,"HOLLOWAY, Craig",director,Director,04/07/2017,English,United Kingdom
10849294,INSIGHTS TECHNOLOGY LTD,active,"MCGUINNESS, Christain",director,Director,04/07/2017,British,United Kingdom
10849294,INSIGHTS TECHNOLOGY LTD,active,"PAICE, Malcolm Douglas",director,Director,04/07/2017,British,England
8052865,INSPIRE HOME AUTOMATION LIMITED,active,"SMITH, Gavin Peter",director,Technical Director,01/05/2012,British,England
8052865,INSPIRE HOME AUTOMATION LIMITED,active,"SMITH, Matthew Colin",director,Technical Director,01/05/2012,British,England
12382490,INSPIRING ELECTRONICS LTD,active,"EDWARDS, Malcolm Mark Allistair",director,Product Manager,02/01/2020,British,England
7289464,INSTROMET WEATHER SYSTEMS LIMITED,active,"PEEL, Richard",director,Director,18/06/2010,British,England
7289464,INSTROMET WEATHER SYSTEMS LIMITED,active,"TROPMAN, Adrian",director,Director,18/06/2010,British,England
12173398,INSU BEAUTY LIMITED,active,"MASOOD, Rabiyya",director,Director,25/09/2020,British,England
12173398,INSU BEAUTY LIMITED,active,"TASANAIAM, Iasha",director,Company Director,26/08/2019,British,England
11547686,INTEGRA PDU LIMITED,active,"MOSS, Jason Dominic",director,Director,01/09/2018,British,United Kingdom
SC767258,INTELECTICS LTD,active,"WRIGHT, Owen William",director,Managing Director,25/04/2023,British,Scotland
10594600,INTELLIBLOCKS LTD,active,"MIRON, Sorin",director,Director,01/02/2017,Romanian,England
6501083,INTELLIGENT RECORDING LIMITED,active,"HILL, Dawn Lorraine",secretary,N/A,11/03/2008,United Kingdom,N/A
6501083,INTELLIGENT RECORDING LIMITED,active,"HILL, Philip David",director,Director,28/02/2008,British,United Kingdom
6501083,INTELLIGENT RECORDING LIMITED,active,"TROK, Steven James",director,Sales & Operations,25/08/2009,American,United States
SC701526,INTELLIGENT SECURITY SOLUTIONS LTD,active,"ANDERSON, Christopher",director,Engineer,14/06/2021,British,United Kingdom
SC701526,INTELLIGENT SECURITY SOLUTIONS LTD,active,"WALLACE, Kenny",director,Company Director,14/06/2021,British,United Kingdom
13425465,INTENSIVE CARE AUDIO LTD,active,"SMITH, Patrick Christopher",director,Company Director,27/05/2021,British,England
11199228,INTERACTABLE LTD,active,"AHMED, Syed Hammad",secretary,N/A,12/02/2018,N/A,N/A
11199228,INTERACTABLE LTD,active,"AHMAD, Tariq",director,Commercial Director,12/02/2018,British,United Kingdom
8835011,INTERLLIGENT (UK) LIMITED,active,"GROSS, Alon Alex",director,Operations Manager,07/01/2014,British,England
8835011,INTERLLIGENT (UK) LIMITED,active,"JOSEPHS, Andrew David",director,Accountant,01/10/2024,British,England
7273087,INVATEK LTD,active,"AUSTIN, David Maxwell",director,Director,03/06/2010,British,England
7273087,INVATEK LTD,active,"GREEN, Roderick Harry",director,Director,03/06/2010,British,England
12882970,IOTA MANUFACTURING LIMITED,active,"VERMEULEN, Ian",director,Director,16/09/2020,British,United Kingdom
11622993,IPARCELBOX LTD,active,"NEEDLER, Paul Matthew",director,Chartered Surveyor,15/10/2018,British,United Kingdom
11622993,IPARCELBOX LTD,active,"NEEDLER, Tamie Elizabeth",director,Financial Consultant,01/10/2019,British,United Kingdom
12430675,IRIS AUDIO ENGINEERING LIMITED,active,"ANSTRUTHER-GOUGH-CALTHORPE, Jacobi",director,Ceo,28/01/2020,British,United Kingdom
14941246,IRIS SOLAR TECHNOLOGY LTD,active,"BEST, Adam Rafael Clyde",director,Company Director,17/11/2023,British,England
14941246,IRIS SOLAR TECHNOLOGY LTD,active,"BRADY, David Michael",director,Company Director,17/11/2023,Australian,Australia
14941246,IRIS SOLAR TECHNOLOGY LTD,active,"COPPARD, David James",director,Director,16/06/2023,British,United Kingdom
14941246,IRIS SOLAR TECHNOLOGY LTD,active,"ERIKSSON, Christina Jenny",director,Company Director,17/11/2023,British,England
14941246,IRIS SOLAR TECHNOLOGY LTD,active,"HANEY, Andrew",director,Company Director,15/07/2025,American,United States
14941246,IRIS SOLAR TECHNOLOGY LTD,active,"OBEID, Jessica",director,Energy Consultant,12/08/2024,Lebanese,United Arab Emirates
14941246,IRIS SOLAR TECHNOLOGY LTD,active,"ZAMIEROSKI, Gary",director,Company Director,15/07/2025,American,United States
14938497,IRRIGUUS LIMITED,active,"BARKER, Samuel",director,Developer,15/06/2023,British,England
4929170,ISOTEK SYSTEMS LIMITED,active,"SHOCKNESS, Ronald",secretary,N/A,10/10/2003,British,N/A
4929170,ISOTEK SYSTEMS LIMITED,active,"POULSON, Nicholas Mark",director,Electronics Engineer,10/10/2003,British,United Kingdom
13108049,IT'S A BISCUIT LTD,active,"DUFFY, Charles Gavan",director,Company Director,31/12/2020,Australian,United Kingdom
15219831,ITAROBLU LTD,active,"MISEIKIS, Lukas, Dr",director,Company Director,18/10/2023,Lithuanian,England
4803832,ITLVISION.TV LIMITED,active,"HODGSON, Philip Beverley",secretary,N/A,01/07/2017,N/A,N/A
4803832,ITLVISION.TV LIMITED,active,"MANWARING-WHITE, Richard Mark",director,Managing Director,01/07/2017,British,England
1572678,J E SUGDEN & CO. LIMITED,active,"JAGGER, Joanne",director,Company Director,20/11/2023,British,England
1572678,J E SUGDEN & CO. LIMITED,active,"MILLER, Louise",director,Company Director,09/11/2023,British,England
1572678,J E SUGDEN & CO. LIMITED,active,"TAYLOR, John Charles",director,Company Director,20/11/2023,British,England
14840073,JAKI TECHNICAL LIMITED,active,"ZHANG, Jinxiang",director,Sales Director,02/05/2023,Chinese,England
5755871,JAMBERT LIMITED,active,"WHITE, Julie",secretary,N/A,24/03/2006,British,N/A
5755871,JAMBERT LIMITED,active,"WHITE, Julie",director,Company Director,24/03/2006,British,United Kingdom
5755871,JAMBERT LIMITED,active,"WHITE, Philip Charles Anthony",director,Company Director,24/03/2006,British,United Kingdom
5539580,JAYBOX LIMITED,active,"BOLDERSON, Phillip Graham",secretary,N/A,01/05/2014,N/A,N/A
5539580,JAYBOX LIMITED,active,"BOLDERSON, Phillip Graham",director,Manager,10/08/2020,British,England
5539580,JAYBOX LIMITED,active,"SHIELDS, Stephen Robert",director,Director,12/05/2025,British,Scotland
SC659303,JCAM LTD,active,"CAMPBELL, James",secretary,N/A,15/04/2020,N/A,N/A
SC659303,JCAM LTD,active,"CAMPBELL, James Stewart",director,Company Director,15/04/2020,British,Scotland
7494918,JET RESOURCES LTD,active,"LEAVESLEY, Justin Brian",director,None,17/01/2011,British,England
11413760,JOGARA LTD,active,"O'GARA, John",director,Entrepreneur,13/06/2018,British,United Kingdom
10290372,JONVIC TRADERS LIMITED,active,"JOHN, Roshan",director,Chartered Accountant,21/07/2016,British,England
9859216,JPCONTROL LTD,active,"PHILLIPS, James",director,Electrical Engineer,05/11/2015,British,United Kingdom
15335312,JXJ LONDON LTD,active,"LUU, Jonathan Long",director,Director,08/12/2023,Australian,England
1028816,K.D.P. ELECTRONIC SYSTEMS LIMITED,active,"DIXON, Kim Susan",secretary,N/A,19/03/2012,N/A,N/A
1028816,K.D.P. ELECTRONIC SYSTEMS LIMITED,active,"DIXON, Kim Susan",director,Finance Director,29/05/2025,British,United Kingdom
1028816,K.D.P. ELECTRONIC SYSTEMS LIMITED,active,"WEBDELL, Adam Christopher",director,Managing Director,29/05/2025,British,United Kingdom
1028816,K.D.P. ELECTRONIC SYSTEMS LIMITED,active,"WEBDELL, Ian Nigel",director,Engineer,01/01/2010,British,England
11420302,K2AUDIO LTD,active,"FIBIGER, Mark Ian",director,Director,18/06/2018,British,United Kingdom
11420302,K2AUDIO LTD,active,"QUINBY, Alan Robert",director,Director,18/06/2018,British,United Kingdom
