Company Number,Company Name,Company Status,Officer Name,Officer Role,Occupation,Appointed On,Nationality,Country of Residence
3970089,SEQIRUS VACCINES LIMITED,active,"HILTON, Nigel Charles",director,Business Executive,01/04/2019,British,United Kingdom
3970089,SEQIRUS VACCINES LIMITED,active,"THORPE, Christopher James",director,"Head Of Finance, Seqirus",19/08/2024,British,England
4144769,SGS QUAY PHARMACEUTICALS LIMITED,active,"ALDAG, Catherine",secretary,N/A,06/12/2021,N/A,N/A
4144769,SGS QUAY PHARMACEUTICALS LIMITED,active,"BOYD, Michael",director,Company Director,06/12/2021,British,England
4144769,SGS QUAY PHARMACEUTICALS LIMITED,active,"MCGURK, James",director,Company Director,06/12/2021,British,England
10580352,SHAMA PHARMA LTD,active,"KERIM, Shikar",director,Pharmacist,24/01/2017,British,United Kingdom
13733746,SHINE PHARMACEUTICALS LTD.,active,"AZAWALI, Ammar Ramadan Ammar, Dr",director,Doctor,09/11/2021,Libyan,England
13733746,SHINE PHARMACEUTICALS LTD.,active,"SU, Xiaoqiang, Mr.",director,Business Person,17/04/2024,Chinese,China
6949171,SHIRAZ PHARM LIMITED,active,"MIRZA, Shiraz Mohammed",director,Chemist,01/07/2009,British,England
5906982,SHIRLEY PRICE AROMATHERAPY  LIMITED,active,"CHANG, Mun Yue",director,Company Director,14/03/2019,Chinese,China
15463725,SIGMA BIOTICS LTD,active,"AAFO, Azad",director,Managing Director,03/02/2024,British,England
7756499,SKIN-RG LTD,active,"SCOTT, Deborah Annette",secretary,N/A,30/08/2011,N/A,N/A
7756499,SKIN-RG LTD,active,"SCOTT, Deborah Annette",director,Director,30/08/2011,British,England
7756499,SKIN-RG LTD,active,"SCOTT, Robert",director,Director,01/10/2012,English,United Kingdom
11740477,SKINSKA PHARMACEUTICA LIMITED,active,"CHINTALAPUDI, Rambabu",director,Director,15/08/2022,British,England
11740477,SKINSKA PHARMACEUTICA LIMITED,active,"CHINTALAPUDI, Sindhupriya",director,Director,24/12/2018,British,England
8321836,SKYROCKET PHYTOPHARMA (UK) LIMITED,active,"SIMPSON, John Andrew",director,Managing Director,06/12/2012,British,England
5599785,SLO DRINKS LIMITED,active,"DONE, Linda Carolyn",secretary,Draughtswoman,21/10/2005,British,N/A
5599785,SLO DRINKS LIMITED,active,"DONE, Edward Mathew",director,Marketeer,21/10/2005,British,United Kingdom
15183221,SLSIMPLYLIVING LTD,active,"SAAD, Hafsa Maryam",director,Beautician,03/10/2023,British,United Kingdom
11333209,SNISL LTD,active,"OMURI, Florence Ogenchukwu",secretary,N/A,27/04/2018,N/A,N/A
11333209,SNISL LTD,active,"OMURI, Andrew Young, Mr.",director,Consultant,27/04/2018,British,England
SC761344,SOLAS HEALTHCARE (SCOTLAND) LTD.,active,"CARTER, David",director,Business Executive,08/09/2025,British,Denmark
SC761344,SOLAS HEALTHCARE (SCOTLAND) LTD.,active,"CLEM, Heidi Samantha",director,Business Executive,07/03/2023,British,Scotland
SC761344,SOLAS HEALTHCARE (SCOTLAND) LTD.,active,"CLEM, Oliver Charles",director,Business Executive,07/03/2023,British,Scotland
11078106,SONIFAR PHARMA EXPERT LIMITED,active,"SHADOOBUCCUS, Zohra Allimah",director,Company Director,23/11/2017,British,England
301743,SOUTH WALES SPECIALS LIMITED,active,"RACEY, Christopher Stephen",secretary,N/A,,British,N/A
301743,SOUTH WALES SPECIALS LIMITED,active,"RACEY, Christopher Stephen",director,Company Director,,British,Wales
301743,SOUTH WALES SPECIALS LIMITED,active,"RACEY, Jacqueline Mary",director,Company Director,01/03/2012,British,Wales
12818608,SPACEPHARMA LIMITED,active,"CAMPBELL, Daniel",director,Director,17/08/2020,British,United Kingdom
12818608,SPACEPHARMA LIMITED,active,"YAMIN, Yossef Eyal",director,Director,01/02/2025,Israeli,Israel
1022727,SPECIALITY OXYGEN SERVICE LIMITED,active,"THOMAS, Gareth Peter Richard",director,Company Director,20/11/2015,British,England
13042692,SPECTRUMX DIRECT LIMITED,active,"HANCOX, Damien Paul",director,Consultant,25/11/2020,British,Switzerland
13042692,SPECTRUMX DIRECT LIMITED,active,"HIBBERT, Benjamin Howard",director,Director,08/10/2021,British,England
12837365,STARK PHARMACEUTICALS LIMITED,active,"FRASER-PYE, Graham Julian",director,Company Director,25/08/2020,British,United Kingdom
12837365,STARK PHARMACEUTICALS LIMITED,active,"ICHIYEN, Christopher Scott Noboru",director,Company Director,01/12/2020,Canadian,Canada
12837365,STARK PHARMACEUTICALS LIMITED,active,"REINHARDT, Christopher Peter",director,Company Director,01/12/2020,American,United States
6268419,STERLING PHARMACEUTICALS LIMITED,active,"NAWAZ, Qamar, Dr",secretary,Director,04/06/2007,British,N/A
6268419,STERLING PHARMACEUTICALS LIMITED,active,"NAWAZ, Qamar, Dr",director,Director,04/06/2007,British,United Kingdom
11996616,SURGICAL POUCH LIMITED,active,"BLACK, Julie",secretary,N/A,15/05/2019,N/A,N/A
11996616,SURGICAL POUCH LIMITED,active,"ASHWORTH, Stephen John",director,Company Director,15/05/2019,British,England
11996616,SURGICAL POUCH LIMITED,active,"PARK, Andrew Charles",director,Company Director,15/05/2019,British,England
11996616,SURGICAL POUCH LIMITED,active,"SAUNDER, Timothy Gideon",director,Company Director,15/05/2019,British,United Kingdom
8263113,SURREY PHARMA LTD,active,"ENGINEER, Misha",director,Director,22/10/2012,British,England
14961543,SURROUND THERAPEUTICS LTD,active,"DEMETROULAKOS, James Louis, Dr.",director,Surgeon,26/06/2023,American,United States
4369760,SWEDISH ORPHAN BIOVITRUM LTD,active,"KNOTT, Steve Wesley Andrew",secretary,N/A,29/11/2024,N/A,N/A
4369760,SWEDISH ORPHAN BIOVITRUM LTD,active,"FAHMY, Soufiane",director,Company Director,02/11/2020,French,France
4369760,SWEDISH ORPHAN BIOVITRUM LTD,active,"HALL, Sharon",director,General Manager,02/03/2023,British,United Kingdom
4369760,SWEDISH ORPHAN BIOVITRUM LTD,active,"STENQVIST, Henrik",director,Finance Director,20/07/2018,Swedish,Sweden
4833110,TAYMOUNT LIMITED,active,"MACKINNON, Gurbet",secretary,N/A,31/05/2024,N/A,N/A
4833110,TAYMOUNT LIMITED,active,"MACKINNON, Gurbet",director,Director,31/05/2024,British,England
6185725,TECCARE GROUP LIMITED,active,"KETTLEWELL, Douglas James",secretary,N/A,07/05/2020,N/A,N/A
6185725,TECCARE GROUP LIMITED,active,"BRIERLEY, Gary",director,Technical Director,19/04/2007,British,England
6185725,TECCARE GROUP LIMITED,active,"EVANS, Christopher Peter",director,Director,19/04/2007,British,England
6185725,TECCARE GROUP LIMITED,active,"EVANS, John James Henry",director,Director,19/04/2007,British,United Kingdom
6185725,TECCARE GROUP LIMITED,active,"KETTLEWELL, Douglas James",director,Accountant,07/05/2020,British,United Kingdom
6185725,TECCARE GROUP LIMITED,active,"THORNTON, Robert William",director,Chartered Accountant,19/04/2007,British,England
1995369,TECHNICAL & GENERAL LIMITED,active,"DADOU, Mohamed",director,Company Director,01/06/2024,British,England
1995369,TECHNICAL & GENERAL LIMITED,active,"JAIB, Firas Abou",director,Business Person,09/05/2023,Syrian,England
NI023272,TEVA NI LIMITED,active,"COOPER, Dean Michael",director,Chartered Accountant,01/07/2021,British,United Kingdom
NI023272,TEVA NI LIMITED,active,"GARVIN, David Harold James",director,Chartered Accountant,01/07/2021,British,United Kingdom
NI023272,TEVA NI LIMITED,active,"MULDOON, Brendan Christopher Oliver",director,Company Director,08/04/2016,Irish,Northern Ireland
10119709,TEVA PHARMA HOLDINGS LIMITED,active,"CHARLESWORTH, Stephen Michael",director,Chartered Accountant,29/04/2020,British,United Kingdom
10119709,TEVA PHARMA HOLDINGS LIMITED,active,"INNES, Kim",director,General Manager,27/09/2016,British,England
10119709,TEVA PHARMA HOLDINGS LIMITED,active,"VRHOVEC, David",director,Director,01/05/2016,Slovenian,Netherlands
12210932,TEVA UK HOLDCO 1 LIMITED,active,"CHARLESWORTH, Stephen Michael",director,Chartered Accountant,29/04/2020,British,United Kingdom
12210932,TEVA UK HOLDCO 1 LIMITED,active,"COOPER, Dean Michael",director,Chartered Accountant,17/09/2019,British,United Kingdom
12210932,TEVA UK HOLDCO 1 LIMITED,active,"KATZ, Yaron Aizik, Mr ",director,Tax Director,07/05/2022,American,Israel
12211017,TEVA UK HOLDCO 2 LIMITED,active,"CHARLESWORTH, Stephen Michael",director,Chartered Accountant,29/04/2020,British,United Kingdom
12211017,TEVA UK HOLDCO 2 LIMITED,active,"COOPER, Dean Michael",director,Chartered Accountant,17/09/2019,British,United Kingdom
12211017,TEVA UK HOLDCO 2 LIMITED,active,"KATZ, Yaron Aizik, Mr ",director,Tax Director,07/05/2022,American,Israel
12211029,TEVA UK HOLDCO 3 LIMITED,active,"CHARLESWORTH, Stephen Michael",director,Chartered Accountant,29/04/2020,British,United Kingdom
12211029,TEVA UK HOLDCO 3 LIMITED,active,"COOPER, Dean Michael",director,Chartered Accountant,17/09/2019,British,United Kingdom
12211029,TEVA UK HOLDCO 3 LIMITED,active,"KATZ, Yaron Aizik, Mr ",director,Tax Director,07/05/2022,American,Israel
302461,TEVA UK LIMITED,active,"CHARLESWORTH, Stephen Michael",director,Chartered Accountant,29/04/2020,British,United Kingdom
302461,TEVA UK LIMITED,active,"INNES, Kim",director,General Manager,27/09/2016,British,England
302461,TEVA UK LIMITED,active,"VRHOVEC, David",director,Director,01/05/2016,Slovenian,Netherlands
10442612,THE HEAVENLY HERB COMPANY LTD.,active,"MENZIES, Ross Mcpherson",director,Herbalist,24/10/2016,British,United Kingdom
10442612,THE HEAVENLY HERB COMPANY LTD.,active,"PADMORE, Katrina",director,Project Co-Ordinator,24/10/2016,British,United Kingdom
6816158,THE LONDON SPECIALIST PHARMACY LIMITED,active,"BARTON, Dan Hugh",director,Director,14/02/2024,British,United Kingdom
6816158,THE LONDON SPECIALIST PHARMACY LIMITED,active,"POTGIETER, Hermanus Christoffel",director,Director,22/02/2025,South African,England
14502901,THE NATURE UC LTD,active,"CHIADIKOBI, Uchechukwu Praise",director,Pharmacist,23/11/2022,Nigerian,United Kingdom
11334263,THE NOOHRA LIMITED,active,"CHUKWUMAH, Ononuju Nkem",director,Pharmacist,27/04/2018,British,England
4022675,THE ORGANIC PHARMACY LIMITED,active,"GANASSINI DI CAMERATI, Benedetta Umberta",director,Director,02/10/2024,Italian,Italy
4022675,THE ORGANIC PHARMACY LIMITED,active,"GANASSINI DI CAMERATI, Giuseppe",director,Director,06/06/2018,Italian,Italy
4022675,THE ORGANIC PHARMACY LIMITED,active,"SEDGWICK, Richard",director,Non Executive Director,15/02/2021,British,England
5736961,THERAPI NATURAL PRODUCTS LTD,active,"HAWKES, Esme Beatrice",director,Company Director,19/08/2015,British,England
5736961,THERAPI NATURAL PRODUCTS LTD,active,"HAWKES, Katharine Tanya",director,Company Director,09/03/2006,British,United Kingdom
7923718,THORNIT CANKER LTD.,active,"BETT, Janet Rosemary, Mrs.",director,Director,25/01/2012,British,England
7923718,THORNIT CANKER LTD.,active,"WOTTON, Carrie",director,Company Director,29/01/2018,British,England
4802799,THORPE LABORATORIES LIMITED,active,"AL-DOORI, Mohammed Khalid",director,Director,23/12/2021,British,England
4802799,THORPE LABORATORIES LIMITED,active,"ALDOORI, Laith Khalid",director,Director,23/12/2021,British,England
4802799,THORPE LABORATORIES LIMITED,active,"ALDOORI, Samie Mohammed",director,Director,23/12/2021,British,England
9547901,TRANSFORMEX LTD,active,"BAJAJ, Sameer",director,Director,17/06/2019,Indian,England
SC522886,TRECONA LIMITED,active,"FAGAN, Paul Gerald, Dr",director,Consultant,18/12/2015,British,United Kingdom
SC522886,TRECONA LIMITED,active,"FENN, Peter Dennis, Dr",director,Consultant,18/12/2015,British,United Kingdom
11551903,TRELONK LIMITED,active,"JOCE, Mark Frederick",director,Company Director,28/10/2020,British,United Kingdom
11551903,TRELONK LIMITED,active,"PARNALL, Robert Mark Braddon",director,Solicitor,04/09/2018,British,United Kingdom
11799744,TRIO HEALTHCARE HOLDINGS LTD,active,"ANDERSON, Richard James",director,Director,31/01/2019,British,England
11799744,TRIO HEALTHCARE HOLDINGS LTD,active,"ANDERSON, Sarah Jennifer",director,Director,28/09/2022,British,England
14849400,TROPHICELL LTD,active,"BICKERSTAFF, Roger",secretary,N/A,05/05/2023,N/A,N/A
14849400,TROPHICELL LTD,active,"DELAHAYE, Helen Anne",director,Director,12/10/2023,British,United Kingdom
14849400,TROPHICELL LTD,active,"HOLLANDER, Anthony Peter, Professor",director,Chief Scientific Officer,12/10/2023,British,United Kingdom
14849400,TROPHICELL LTD,active,"NOLAN, Emma",director,Ip Manager,05/05/2023,British,England
14849400,TROPHICELL LTD,active,"SULLIVAN, Karen Marina, Dr",director,Chief Executive,12/10/2023,British,United Kingdom
15691510,TRUVION HEALTHCARE LIMITED,active,"DE GRAAF, Olivier Marinus",director,Managing Director,29/04/2024,Dutch,Netherlands
10956948,TTS MANUFACTURING LIMITED,active,"ATHERTON, Paul Richard",director,Geologist,01/02/2021,British,United Kingdom
10956948,TTS MANUFACTURING LIMITED,active,"BLANEY, Wilson Cecil",director,Quality Director,17/11/2022,British,United Kingdom
7650354,UNIGREG WORLDWIDE LIMITED,active,"BOOLEY, Anthony Richard",director,Company Director,10/05/2018,British,United Kingdom
7650354,UNIGREG WORLDWIDE LIMITED,active,"HO, Lap Fung",director,Director,16/04/2018,Chinese,China
7650354,UNIGREG WORLDWIDE LIMITED,active,"HO, Shui Chee",director,Director,16/04/2018,Chinese,China
10671795,UNIVERSAL CELL THERAPEUTICS LTD.,active,"MAYERS, Steven Joseph",director,Chemical Engineer,15/03/2017,"Irish,Canadian",United Kingdom
13095005,VANTAGE PHARMACEUTICALS LTD,active,"JOHAL, Robert Gaurav Singh",director,Company Director,22/12/2020,British,United Kingdom
13095005,VANTAGE PHARMACEUTICALS LTD,active,"RAVAL, Jiten Mahendrakumar",director,Pharmacist,01/05/2022,British,England
10960551,VASTIN LTD,active,"BALL, Terence",director,Enterpreneur,22/12/2017,British,England
6077026,VERTICAL PHARMA RESOURCES LIMITED,active,"PATEL, Ashokkumar Dahyabhai",secretary,N/A,01/02/2007,British,N/A
6077026,VERTICAL PHARMA RESOURCES LIMITED,active,"DUTTA, Soimitra Tony",director,Chief Executive,27/09/2018,British,England
6077026,VERTICAL PHARMA RESOURCES LIMITED,active,"PARKER, James, Dr",director,Chairman,01/05/2019,British,England
6077026,VERTICAL PHARMA RESOURCES LIMITED,active,"PATANI, Vishal",director,Finance Director,27/09/2018,British,United Kingdom
6077026,VERTICAL PHARMA RESOURCES LIMITED,active,"PATEL, Ashokkumar Dahyabhai",director,Pharmacist,01/02/2007,British,United Kingdom
3328943,VITA (EUROPE) LIMITED,active,"MIELGO, Paulo Damian",director,Technical Director,01/10/2019,Argentine,England
3328943,VITA (EUROPE) LIMITED,active,"OWEN, Sebastian David Wells",director,Commercial Director,31/08/2018,British,United Kingdom
3328943,VITA (EUROPE) LIMITED,active,"WATKINS, Maxwell Scott, Dr",director,Director,06/03/1997,British,United Kingdom
12352033,VITA BIO UK LIMITED,active,"ALGIRO, Ahmed Khalid Dahham",director,Medical Doctor,06/12/2019,Iraqi,England
13273793,VITASANG LIMITED,active,"KING, Scott Robert",director,Executive,17/03/2021,American,United States
12865597,VITSKY LTD,active,"RAHMANI, Pouya",director,Ceo,08/09/2020,Iranian,Iran
9819717,VIVALABS EUROPE LIMITED,active,"SUBRAMANI, Jagadish",director,Director,12/10/2015,British,England
9134090,WASDELL MANUFACTURING LIMITED,active,"TEDHAM, Martin John",director,Company Director,31/03/2016,British,England
10705375,WAVE LIFE SCIENCES UK LIMITED,active,PETERSHILL SECRETARIES LIMITED,corporate-secretary,N/A,03/04/2017,N/A,N/A
10705375,WAVE LIFE SCIENCES UK LIMITED,active,"BOLNO, Paul B.",director,Ceo,03/04/2017,American,United States
10705375,WAVE LIFE SCIENCES UK LIMITED,active,"ROCKETT, Linda",director,General Counsel,03/04/2017,American,United States
203230,WELEDA (U.K.) LIMITED,active,"MCCARTHY, Daniel Jason",secretary,N/A,30/06/2021,N/A,N/A
203230,WELEDA (U.K.) LIMITED,active,"BEME, Olga",director,Regional Director,01/11/2021,Russian,Germany
203230,WELEDA (U.K.) LIMITED,active,"WEBER, Ulrike Margarete",director,Regional Director,23/02/2024,German,Switzerland
14874716,WELLCHEME LTD,active,"BACHAY, Hussein Ghadhban Bachay",director,Director,17/05/2023,Iraqi,England
10398617,WELLINGTON UNIT LIMITED,active,"SALEEM, Sohaib",director,Pharmacy,28/09/2016,British,United Kingdom
10398617,WELLINGTON UNIT LIMITED,active,"SHAFQAT, Safraz",director,Pharmacy,28/09/2016,British,England
14461369,WELLROS PHARMACEUTICALS LTD.,active,"MAHMUD, Tambi",secretary,N/A,04/11/2022,N/A,N/A
14461369,WELLROS PHARMACEUTICALS LTD.,active,"MAHMUD, Tambi",director,Pharmacist,04/11/2022,Turkish,Turkey
13587936,WOBD LTD,active,"BOATENG, Winifred",director,Director,26/08/2021,British,England
6083993,WORKSTEAD LIMITED,active,"STEAD, Richard George",secretary,N/A,06/02/2007,British,N/A
6083993,WORKSTEAD LIMITED,active,"FUTTER, Rosalind Lucy Margaret",director,Company Director,24/09/2014,British,England
6083993,WORKSTEAD LIMITED,active,"STEAD, Richard George",director,Company Director,06/02/2007,British,England
5285277,WORLD MEDICINE LIMITED,active,"UYSAL, Serkan",secretary,N/A,04/09/2023,N/A,N/A
5285277,WORLD MEDICINE LIMITED,active,"UYSAL, Serkan",director,Financial Consultant,04/09/2023,Turkish,Turkey
7296173,WORLD MEDICINE OPHTHALMICS LIMITED,active,"UYSAL, Serkan",secretary,N/A,01/11/2019,N/A,N/A
7296173,WORLD MEDICINE OPHTHALMICS LIMITED,active,"UYSAL, Serkan",director,Financial Consultant,01/11/2019,Turkish,Turkey
7637664,XANADU VALLEY LIMITED,active,"CLARE, Barry",director,Director,17/05/2011,British,England
3858293,Y4U LIMITED,active,"SLATOR, Thomas",director,Chartered Accountant,13/10/1999,British,England
5832688,ZERENEX MOLECULAR LIMITED,active,"BHATIA, Mohamed Hanif, Dr",director,Director,31/05/2006,British,United Kingdom
5832688,ZERENEX MOLECULAR LIMITED,active,"ISMAILJEE, Hamna",director,Manager,01/12/2022,British,England
14865216,ZINAMED LTD,active,"ABOUISSA, Ossama",secretary,N/A,12/05/2023,N/A,N/A
14865216,ZINAMED LTD,active,"ABOUISSA, Ossama",director,Director,12/05/2023,Egyptian,Kuwait
7275920,ZOGENIX EUROPE LIMITED,active,"KHATRI, Yogesh",director,Head Of Finance,14/04/2022,British,England
7275920,ZOGENIX EUROPE LIMITED,active,"REYNDERS, Nico Victor",director,Director,01/12/2024,Belgian,United Kingdom
14004012,ZUBZ & CO. LTD,active,"ALI, Zubz",director,Company Director,25/03/2022,British,England
